"index","Data","Hora","PRECIPITACIO TOTAL, HORARIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)","PRESSIO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)","PRESSIO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)","RADIACAO GLOBAL (Kj/m)","TEMPERATURA DO AR - BULBO SECO, HORARIA (C)","TEMPERATURA DO PONTO DE ORVALHO (C)","TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C)","TEMPERATURA MINIMA NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C)","TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C)","UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)","UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)","UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIRECCIO HORARIA (gr) ( (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)","region","state","station","station_code","latitude","longitude","height"
172093,2021-04-01,13:00:00,0,1005.5,1005.5,1004.5,370,25.4,23.1,25.5,25,23.6,22.7,91,86,87,166,3.4,1.4,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172099,2021-04-01,19:00:00,0,1001.4,1002.2,1001.4,1749,29,22.8,29.5,28,23.9,22,75,67,69,105,5.2,1.4,28.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172105,2021-04-02,01:00:00,0,1003.5,1003.5,1002.4,0,26.5,23.4,26.8,26.4,23.5,23.1,83,80,83,87,4.1,2.1,26.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172111,2021-04-02,07:00:00,0,1002.7,1003,1002.6,0,24.2,22.7,24.2,24,22.8,22.5,92,91,91,49,3.2,1.4,24.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172117,2021-04-02,13:00:00,0,1006.3,1006.4,1005.8,1607,27.9,22.8,27.9,25.1,23,22.2,86,73,74,74,4.5,2.1,26.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172123,2021-04-02,19:00:00,0,1001.3,1002.4,1001.3,2224,31.5,22.8,32.2,30.6,23.1,21,62,53,60,106,5.1,1.6,31.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172129,2021-04-03,01:00:00,0,1003.4,1003.4,1002.5,0,26.6,22.5,26.8,26.5,22.5,22.2,79,76,79,41,4.1,1.3,26.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172135,2021-04-03,07:00:00,0,1003.1,1003.8,1003.1,0,25,21.8,25.3,25,22.2,21.6,84,81,82,61,4.5,0.9,25.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172141,2021-04-03,13:00:00,0,1005.7,1005.7,1005.2,1801,29,22.2,29.4,27.4,23.1,21.9,75,66,67,78,4.8,1.9,28.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172147,2021-04-03,19:00:00,0,1000.6,1001.4,1000.6,1386,29.3,23.5,32.1,29,23.6,21,72,53,71,78,7.5,2.2,30.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172153,2021-04-04,01:00:00,0,1004.4,1004.4,1002.8,0,25.7,23.1,26.3,25.7,23.1,22.6,85,81,85,344,2.1,0.6,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172159,2021-04-04,07:00:00,0,1002.9,1003,1002.7,0,25.4,23.7,26.1,25.3,23.8,23.4,90,86,90,106,1.6,0.4,25.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172165,2021-04-04,13:00:00,0,1005.8,1005.8,1005,1016,28.4,23.9,28.4,27,25,23.5,83,77,77,120,3.2,1.3,27.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172171,2021-04-04,19:00:00,0,999.8,1001.2,999.8,2719,32.2,20.3,32.8,31.7,22,20.2,54,48,50,80,8.7,4.1,32.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172177,2021-04-05,01:00:00,0,1002.9,1002.9,1001.5,0,27.2,22.2,27.5,27.1,22.2,21.9,74,71,74,38,2.8,1.1,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172183,2021-04-05,07:00:00,0,1002.2,1002.4,1002.2,0,25.2,22.8,25.4,24.9,23.2,22.8,89,86,86,348,0.8,0.5,25.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172189,2021-04-05,13:00:00,0,1006,1006.2,1005.5,1621,30.6,23,30.9,29.4,23.9,21.8,72,61,64,63,3.5,1,30.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172195,2021-04-05,19:00:00,0,1001.4,1002,1001,1126,28.4,21.9,31.4,28.4,23.3,21.7,69,58,68,81,7.8,2.7,29.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172201,2021-04-06,01:00:00,0,1004.4,1004.4,1003.7,0,25,22.8,25.2,24.9,22.8,22.6,88,86,87,52,2.5,0.5,25.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172207,2021-04-06,07:00:00,0,1003.5,1003.8,1003.5,0,24.1,22.4,24.4,24,22.6,22.3,91,89,90,353,1.3,0.6,24.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172213,2021-04-06,13:00:00,0,1006.8,1006.8,1006.4,863,27.4,22.9,27.7,26.2,23.6,22.4,83,75,76,281,1.9,0.8,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172219,2021-04-06,19:00:00,0,1002.1,1003.2,1002.1,1805,30.5,22.8,31.3,28.8,24.1,21,73,55,64,16,8.1,1,30.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172225,2021-04-07,01:00:00,0,1004.2,1004.2,1003.1,0,27.4,23.9,28,27,24,22.5,81,73,81,232,2.2,1,27.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172231,2021-04-07,07:00:00,0,1003,1003.3,1002.9,0,25.4,24.2,25.7,25.2,24.5,24,93,92,93,331,1.3,0.3,25.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172237,2021-04-07,13:00:00,0,1006.3,1006.5,1006,1994,29.9,24.3,30,27.6,24.4,23.3,80,70,72,297,4.1,1.4,28.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172243,2021-04-07,19:00:00,0,1001.5,1003,1001.5,2128,31.1,22.3,31.3,29.2,23.1,21.4,66,57,60,243,5.5,1.5,30.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172249,2021-04-08,01:00:00,0,1003.7,1003.7,1002.9,0,27,23.4,27.9,27,23.5,23.3,81,76,81,282,4.1,0.9,27.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172255,2021-04-08,07:00:00,0,1003.3,1003.9,1003.3,0,25.7,24,26.5,25.7,24,23.8,90,86,90,245,2.3,0.7,26.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172261,2021-04-08,13:00:00,0,1006.5,1006.5,1005.9,1515,29,23.6,29.6,28,25.1,23.5,81,71,73,226,3.7,1.6,28.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172267,2021-04-08,19:00:00,0,1001.3,1003.2,1001.3,2302,32.6,22.1,32.6,30.2,23,21,63,51,54,11,3.3,0.8,31.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172273,2021-04-09,01:00:00,0,1003.5,1003.5,1002.4,0,28.5,23.4,29.1,28.3,23.8,23.3,74,72,74,62,2,0.8,28.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172279,2021-04-09,07:00:00,0,1003.6,1004.1,1003.6,0,25.5,23.4,25.9,25.5,23.8,23.4,89,88,88,21,1.3,0.4,25.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172285,2021-04-09,13:00:00,0,1006.9,1007,1006.4,1681,30.3,23.3,30.4,28.3,24.1,22.8,75,66,66,326,3.5,1.3,29.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172291,2021-04-09,19:00:00,0,1003.4,1004.8,1003.4,519,26.2,22.3,26.3,25.2,22.9,22,86,79,79,347,1.8,0.6,25.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172297,2021-04-10,01:00:00,0,1003.8,1003.8,1003,0,25.1,23.4,25.5,25.1,23.6,23.3,90,88,90,349,1.3,0.4,25.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172303,2021-04-10,07:00:00,0,1003.6,1004,1003.6,0,24.7,23.6,25,24.7,23.8,23.6,94,93,94,256,1.1,0.5,24.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172309,2021-04-10,13:00:00,0,1006.3,1006.4,1006,1247,28.5,24.1,29.3,27.9,25,23.6,82,73,77,259,4,1.2,28.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172315,2021-04-10,19:00:00,0,1000.8,1001.7,1000.8,1932,31.1,23.5,32.3,30.8,23.9,21.8,65,57,64,248,5.5,2.2,31.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172321,2021-04-11,01:00:00,0,1003.6,1003.6,1002.9,0,26.8,23.3,27.8,26.8,23.5,23.2,81,77,81,48,4.9,1.1,27.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172327,2021-04-11,07:00:00,0,1003,1003.3,1003,0,25.4,22.9,25.9,25.4,23.4,22.9,87,86,86,108,4.6,1.7,25.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172333,2021-04-11,13:00:00,0,1006.6,1006.6,1005.9,1329,28.7,23.6,28.7,27,23.9,22.7,80,73,74,7,2.4,0.9,27.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172339,2021-04-11,19:00:00,0,1001.6,1002.7,1001.6,951,29.9,23.4,31.5,29.6,23.7,21.5,71,56,69,269,3.5,1.5,30.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172345,2021-04-12,01:00:00,2.4,1006.1,1006.1,1004.7,0,24.6,23,25.1,24.1,23.9,23,94,90,90,64,6,2.5,24.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172351,2021-04-12,07:00:00,0,1004.9,1005.2,1004.9,0,24.2,23.2,24.4,24.2,23.3,23.1,94,93,94,74,0.7,0.3,24.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172357,2021-04-12,13:00:00,0,1006.9,1006.9,1006,1383,28.5,23.7,28.5,26.9,24.4,23.2,83,75,75,193,4,1.5,27.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172363,2021-04-12,19:00:00,0,1002.1,1003.3,1002.1,1779,32.2,22,32.2,31.1,22.5,20.8,59,53,55,79,6.3,3,31.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172369,2021-04-13,01:00:00,0,1004.7,1004.7,1004,0,27.7,23.9,28.7,27.7,23.9,23.2,80,72,80,42,1.7,0.7,28.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172375,2021-04-13,07:00:00,0,1003.9,1004.2,1003.8,0,26.2,23.9,26.4,25.6,24.1,23.7,90,86,87,124,2,0.8,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172381,2021-04-13,13:00:00,0,1007,1007,1006.4,885,28.9,24.3,29,27.7,24.9,23.8,82,74,76,77,2.5,1.1,28.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172387,2021-04-13,19:00:00,0,1001,1003.1,1001,931,29.4,24.1,29.4,28.7,24.1,22.7,74,69,74,85,3.4,1.3,29.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172393,2021-04-14,01:00:00,0,1004.9,1004.9,1003.1,0,26.4,23.9,27.6,26.4,24.4,23.8,86,82,86,86,2.6,0.3,27,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172399,2021-04-14,07:00:00,0,1004.6,1004.8,1004.5,0,24.5,22.5,24.5,24.3,22.6,22.5,90,89,89,112,4.1,1,24.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172405,2021-04-14,13:00:00,0,1007.4,1007.5,1006.5,1089,26.7,22.5,26.8,25,23.4,22.5,89,77,77,50,2.1,0.9,25.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172411,2021-04-14,19:00:00,0,1002.8,1004.1,1002.8,1127,28.8,22.9,30.1,28.8,22.9,21.2,71,59,71,19,5.3,1.1,29.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172417,2021-04-15,01:00:00,0,1004.9,1004.9,1003.9,0,26.1,24.2,26.6,26,24.2,24,89,86,89,278,2.3,0.3,26.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172423,2021-04-15,07:00:00,0,1003.6,1004.1,1003.6,0,24.8,23.2,24.9,24.5,23.4,23.2,93,91,91,342,1.2,0.4,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172429,2021-04-15,13:00:00,0,1006.6,1006.6,1006.1,1364,29.3,24,29.5,27.3,25.3,23.8,84,74,74,247,4,2,28.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172435,2021-04-15,19:00:00,0,1000.6,1001.7,1000.6,2184,31,22.3,31.7,30.4,23.7,21.7,65,57,60,128,5.7,2.2,31.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172441,2021-04-16,01:00:00,0,1004.5,1004.5,1003.7,0,26.8,22.6,27.1,26.8,22.6,22.3,78,75,78,77,4.1,1.6,26.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172447,2021-04-16,07:00:00,0,1003.1,1003.6,1003.1,0,25,21.9,25.6,24.9,22,21.6,84,79,83,66,2.5,0.7,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172453,2021-04-16,13:00:00,0,1006.2,1006.2,1005.6,1394,28.4,22.8,29,27.1,24,22.5,81,70,72,71,3.2,1.5,28.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172459,2021-04-16,19:00:00,0,1000.9,1002.6,1000.8,658,29.3,22.3,29.4,28.3,23,21.4,71,65,66,70,5.1,1.9,28.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172465,2021-04-17,01:00:00,0,1004.2,1004.2,1003.6,0,26.2,23,26.4,26.1,23,22.7,83,81,82,327,1.2,0.6,26.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172471,2021-04-17,07:00:00,0,1003.5,1003.9,1003.5,0,25.5,23.4,25.8,25.5,23.6,23.3,89,87,88,299,2,0.4,25.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172477,2021-04-17,13:00:00,1.2,1007.2,1007.2,1006.8,252,23.9,22.9,24,23.4,23.1,22.5,95,94,94,347,2.1,0.5,23.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172483,2021-04-17,19:00:00,0,1002.1,1003.9,1002.1,1874,29.2,22.4,30.1,27.8,23.6,22.4,76,64,67,243,3.3,1.1,28.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172489,2021-04-18,01:00:00,0,1004.4,1004.4,1004,0,26.4,23.5,27,26.4,23.7,23.4,84,82,84,134,6.6,0.6,26.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172495,2021-04-18,07:00:00,0.8,1004.7,1004.9,1004.6,0,24.6,23.5,24.8,24.6,23.8,23.5,94,94,94,310,3.1,0.3,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172501,2021-04-18,13:00:00,0,1007.7,1007.7,1007.2,725,26.4,23.2,26.5,26,23.5,22.7,86,81,83,98,3.9,1.4,26.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172507,2021-04-18,19:00:00,0,1002.9,1004.7,1002.9,1578,28.8,21.8,29.1,27.5,23.7,21.6,76,64,66,89,3.6,1.1,28.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172513,2021-04-19,01:00:00,0,1006.9,1006.9,1005.8,0,25.3,22.9,25.5,25.2,23,22.8,87,86,87,56,2.3,0.9,25.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172519,2021-04-19,07:00:00,0,1005.7,1005.7,1005.6,0,24.5,23.3,24.7,24.4,23.3,23.1,93,91,93,339,1.1,0.3,24.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172525,2021-04-19,13:00:00,0,1008.6,1008.6,1008.1,807,27.3,22.3,27.4,26.2,23.2,22.1,84,74,74,80,2.6,1.2,26.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172531,2021-04-19,19:00:00,0.2,1004.8,1005.3,1004.8,764,25.5,22.1,25.6,24.7,23.5,22,91,82,82,66,3.9,1.3,25.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172537,2021-04-20,01:00:00,0,1006.5,1006.5,1005.6,0,25,23.2,25,24.8,23.2,22.9,90,88,90,67,2.5,1.1,24.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172543,2021-04-20,07:00:00,0,1005.2,1005.6,1005.2,0,24.8,23,24.9,24.4,23.5,23,93,89,90,92,1.9,0.7,24.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172549,2021-04-20,13:00:00,0,1008.2,1008.2,1007.6,1579,29,23,29,26.4,23.8,22.4,82,70,70,63,3.7,1.6,27.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172555,2021-04-20,19:00:00,0,1004.1,1004.6,1004.1,578,27.1,22.4,27.4,27,23.1,22.4,78,75,75,32,4.1,1.6,27.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172561,2021-04-21,01:00:00,0,1006.8,1006.8,1006.4,0,25.2,21.6,25.4,25.1,22.2,21.6,84,80,81,44,3.7,1.6,25.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172567,2021-04-21,07:00:00,0,1005,1005.7,1005,0,23.6,22.3,23.7,23.6,22.4,22.2,93,92,93,33,2,0.5,23.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172573,2021-04-21,13:00:00,0,1008,1008.1,1007.7,1935,28.6,21.4,29.3,26.5,22.9,21.2,80,63,65,45,3.8,1.3,27.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172579,2021-04-21,19:00:00,0,1002.6,1003.8,1002.6,2039,31,22.5,31.3,28,24,21.9,76,60,61,103,3.6,1.6,29.65,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172585,2021-04-22,01:00:00,0,1006,1006,1005.2,0,25.7,23.5,26.3,25.7,23.7,23.4,88,85,88,84,1.9,0.2,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172591,2021-04-22,07:00:00,0,1004,1004.7,1004,0,25.3,22.5,25.6,25.3,22.6,22.5,85,84,85,61,2.5,1.1,25.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172597,2021-04-22,13:00:00,0.4,1007.4,1007.5,1006.7,1519,27.8,23.1,29.1,27.6,24,22.2,78,69,75,104,4.1,2,28.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172603,2021-04-22,19:00:00,0,1001.8,1002.5,1001.8,2154,30.3,21.9,30.6,29,23.4,21.3,68,60,61,85,5.7,1.9,29.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172609,2021-04-23,01:00:00,0,1005.3,1005.3,1005.1,0,25.8,23.5,26,25.8,23.9,23.5,89,87,87,44,2.5,0.4,25.9,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172615,2021-04-23,07:00:00,0,1003.2,1003.6,1003.2,0,24.2,23,24.4,24.2,23.1,22.9,93,92,93,43,1.3,0.3,24.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172621,2021-04-23,13:00:00,0.8,1008,1008.1,1007.8,573,25.4,22.8,25.4,24,22.8,22.1,91,85,85,45,6.4,1.8,24.7,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172627,2021-04-23,19:00:00,0,1002.6,1003.5,1002.6,1085,28.2,21.8,28.3,27.7,22.3,21.4,71,68,68,96,5,1.4,28,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172633,2021-04-24,01:00:00,0,1004.6,1004.6,1003.8,0,26.3,22.8,26.4,26.2,23,22.6,82,80,81,112,3,0.9,26.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172639,2021-04-24,07:00:00,0,1004,1004.2,1004,0,25.1,23.2,25.7,25.1,23.6,23.2,89,88,89,51,2.1,0.4,25.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172645,2021-04-24,13:00:00,0,1007,1007.1,1006.9,1424,29,23.4,29.6,27.1,24.7,23.3,83,71,72,203,3.5,1.8,28.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172651,2021-04-24,19:00:00,0,1002.2,1002.8,1002.2,873,29.6,22.8,29.6,27.6,23.6,21.8,78,65,67,57,3.4,1.5,28.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172657,2021-04-25,01:00:00,0,1004.5,1004.5,1003.5,0,26.4,23.5,26.8,26.2,23.7,23.4,85,83,84,51,4.8,0.7,26.5,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172663,2021-04-25,07:00:00,0,1003.5,1003.6,1003.3,0,25.6,23.6,25.6,24.8,23.7,23.4,92,89,89,148,1.5,0.6,25.2,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172669,2021-04-25,13:00:00,0,1006.3,1006.3,1006,161,25.2,22.8,25.2,25,23.1,22.6,89,85,86,51,3.4,1.5,25.1,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172675,2021-04-25,19:00:00,0,1000.9,1002.1,1000.9,2495,31,21.2,31.4,30.2,22.6,20.9,63,55,56,80,5.2,2,30.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172681,2021-04-26,01:00:00,0,1004.8,1004.8,1003.7,0,27.6,23.8,28.2,27.5,23.9,23.4,81,75,80,87,2.1,0.8,27.85,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172687,2021-04-26,07:00:00,0,1003.3,1003.7,1003.3,0,25.2,23.3,25.5,25.2,23.3,23.1,89,87,89,358,2.2,0.4,25.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172693,2021-04-26,13:00:00,0,1006.3,1006.3,1005.7,789,27.7,24.1,27.7,26.8,24.4,23.6,85,80,81,234,4,2.3,27.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172699,2021-04-26,19:00:00,4.8,1003.6,1004.8,1003.6,82,23.2,21.6,23.7,23.1,22.7,21.3,94,87,91,18,4.1,0.6,23.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172705,2021-04-27,01:00:00,0,1004.9,1004.9,1004.5,0,23.7,22.6,23.9,23.7,22.7,22.5,93,93,93,15,1.2,0.4,23.8,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172711,2021-04-27,07:00:00,0,1003.5,1003.5,1003.2,0,23.1,22.1,23.1,22.8,22.1,21.7,94,93,94,124,1.8,0.6,22.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172717,2021-04-27,13:00:00,0,1007,1007.1,1006.6,1002,26.9,23,26.9,25.1,23.3,22.3,87,79,79,24,2.2,0.5,26,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172723,2021-04-27,19:00:00,0,1001.4,1002.5,1001.4,1943,30,21.3,31.5,29.4,22.5,20.9,65,56,60,117,3.6,1.3,30.45,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172729,2021-04-28,01:00:00,0,1005.1,1005.1,1003.6,0,26.9,23,27.3,26.8,23.4,22.6,82,76,79,45,2.8,1.6,27.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172735,2021-04-28,07:00:00,0,1003.8,1004.1,1003.7,0,24.9,23.5,25.2,24.9,23.6,23.5,92,91,92,12,1.4,0.4,25.05,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172741,2021-04-28,13:00:00,0.4,1007,1007,1006.4,395,25.9,24.4,25.9,25.2,24.5,24,93,91,91,11,2.1,0.6,25.55,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172747,2021-04-28,19:00:00,0,1002.9,1003.3,1002.8,1621,28.4,22.9,29.5,28.4,23.6,22.4,73,68,72,194,6.7,3,28.95,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172753,2021-04-29,01:00:00,0,1005.1,1005.1,1004.7,0,25.8,22.4,25.8,25.4,22.7,22.4,85,82,82,51,2,0.8,25.6,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172759,2021-04-29,07:00:00,0,1004.5,1004.8,1004.5,0,24.4,22,25.1,24.4,22.9,21.8,88,85,86,215,4.4,1.9,24.75,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172765,2021-04-29,13:00:00,0,1007.7,1007.7,1007.3,890,26.4,21.9,27.1,25.7,23.2,21.7,81,74,76,206,2.7,1.5,26.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172771,2021-04-29,19:00:00,0,1002.9,1004,1002.9,1679,31,22.8,31,29.5,23.7,21.6,68,60,62,205,5.2,2.5,30.25,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172777,2021-04-30,01:00:00,0,1006.3,1006.3,1005.5,0,26.8,22.9,27.5,26.8,23.5,22.7,80,77,79,211,4.1,1.7,27.15,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172783,2021-04-30,07:00:00,0,1005.7,1005.9,1005.7,0,24.3,22.8,24.6,24,23.2,22.7,93,91,91,14,1.5,0.3,24.3,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172789,2021-04-30,13:00:00,0,1007.8,1007.8,1007.3,1135,27.5,23.2,29.4,27.3,23.9,22.4,79,70,77,240,2.7,1.3,28.35,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
172795,2021-04-30,19:00:00,0,1002.6,1003.5,1002.6,1958,31,21.5,32.3,30.5,22.5,20.6,60,52,57,123,4.2,1.4,31.4,"AM","MANAUS","A101",-3.10361111,-60.01555555,48.79
